tool,contract,access_control,arithmetic,bad_randomness,denial_of_service,front_running,reentrancy,short_addresses,time_manipulation,unchecked_low_level_calls,TP,FP,FN,TN,precision,recall,f1,accuracy
slither,eth_tx_order_dependence_minimal,False,False,False,False,False,True,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,ether_lotto,True,False,True,True,False,True,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,etheraffle,False,False,False,True,False,True,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,fibonaccibalance,True,False,False,False,False,False,False,False,True,13,45,27,275,0.224,0.325,0.265,0.8
slither,findthishash,True,False,False,False,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,governmental_survey,True,False,True,False,False,True,False,False,True,13,45,27,275,0.224,0.325,0.265,0.8
slither,guess_the_random_number,True,False,True,True,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,incorrect_constructor_name1,False,False,False,False,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,incorrect_constructor_name2,False,False,False,False,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,incorrect_constructor_name3,False,False,False,False,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,insecure_transfer,False,False,False,False,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,integer_overflow_1,False,False,False,False,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,integer_overflow_add,False,False,False,False,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,integer_overflow_benign_1,False,False,False,False,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,list_dos,True,False,True,False,False,True,False,False,True,13,45,27,275,0.224,0.325,0.265,0.8
slither,lottery,True,False,False,True,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,lottopollo,True,False,True,False,False,False,False,False,True,13,45,27,275,0.224,0.325,0.265,0.8
slither,lucky_doubler,True,False,True,False,False,True,False,False,True,13,45,27,275,0.224,0.325,0.265,0.8
slither,odds_and_evens,True,False,False,False,False,True,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,reentrance,False,False,False,False,False,True,False,False,True,13,45,27,275,0.224,0.325,0.265,0.8
slither,reentrancy_bonus,False,False,False,False,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,reentrancy_cross_function,False,False,False,False,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,reentrancy_dao,False,False,False,False,False,True,False,False,True,13,45,27,275,0.224,0.325,0.265,0.8
slither,reentrancy_insecure,False,False,False,False,False,True,False,False,True,13,45,27,275,0.224,0.325,0.265,0.8
slither,roulette,True,False,True,True,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,short_address_example,False,False,False,False,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
slither,timed_crowdsale,False,False,True,False,False,False,False,False,False,13,45,27,275,0.224,0.325,0.265,0.8
smartcheck,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,True,False,False,False,False,False,False,False,True,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,True,False,False,True,False,False,False,False,True,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,False,False,False,False,False,False,False,False,True,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,False,False,False,True,False,False,False,False,True,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,False,False,False,True,False,False,False,False,True,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,arbitrary_location_write_simple,True,False,True,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,auction,True,False,False,False,False,False,False,False,True,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,bectoken,True,True,False,True,True,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,blackjack,True,False,False,True,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,dos_address,True,False,False,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,dos_number,True,False,False,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,dos_simple,True,False,False,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,erc20,True,True,True,False,True,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,eth_tx_order_dependence_minimal,True,False,False,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,ether_lotto,True,True,False,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,etheraffle,True,False,False,True,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,fibonaccibalance,True,False,False,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,findthishash,False,False,False,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,governmental_survey,True,False,False,False,False,False,False,False,True,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,guess_the_random_number,True,False,False,True,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,incorrect_constructor_name1,True,False,True,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,incorrect_constructor_name2,True,False,True,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,incorrect_constructor_name3,True,False,True,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,insecure_transfer,False,False,False,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,integer_overflow_1,True,False,True,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,integer_overflow_add,False,False,False,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,integer_overflow_benign_1,False,False,False,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,list_dos,True,False,False,True,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,lottery,True,False,True,True,False,False,False,False,True,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,lottopollo,True,False,False,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,lucky_doubler,True,False,True,True,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,odds_and_evens,True,False,False,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,reentrance,False,False,False,False,False,False,False,False,True,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,reentrancy_bonus,False,False,True,False,False,False,False,False,True,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,reentrancy_cross_function,True,False,True,False,False,False,False,False,True,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,reentrancy_dao,True,False,False,False,False,False,False,False,True,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,reentrancy_insecure,False,False,True,False,False,False,False,False,True,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,roulette,False,False,False,True,False,False,False,True,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,short_address_example,True,False,False,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
smartcheck,timed_crowdsale,False,False,False,False,False,False,False,False,False,16,53,24,267,0.232,0.4,0.294,0.786
solhint,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,True,False,False,False,False,False,False,False,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,True,False,False,False,False,False,False,False,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,False,False,False,False,False,False,False,False,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,False,False,False,False,False,False,False,False,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,False,False,False,False,False,False,False,False,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,arbitrary_location_write_simple,False,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,auction,True,False,False,False,False,True,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,bectoken,True,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,blackjack,True,False,True,True,False,True,False,True,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,dos_address,True,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,dos_number,True,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,dos_simple,True,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,erc20,False,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,eth_tx_order_dependence_minimal,True,False,False,False,False,True,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,ether_lotto,True,False,False,False,False,True,False,True,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,etheraffle,True,False,False,False,False,True,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,fibonaccibalance,True,False,False,False,False,False,False,False,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,findthishash,False,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,governmental_survey,True,False,False,True,False,True,False,True,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,guess_the_random_number,True,False,True,False,False,False,False,True,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,incorrect_constructor_name1,True,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,incorrect_constructor_name2,True,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,incorrect_constructor_name3,True,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,insecure_transfer,False,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,integer_overflow_1,True,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,integer_overflow_add,False,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,integer_overflow_benign_1,False,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,list_dos,True,False,False,True,False,True,False,True,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,lottery,True,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,lottopollo,True,False,False,True,False,True,False,True,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,lucky_doubler,True,False,True,True,False,True,False,False,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,odds_and_evens,True,False,False,True,False,True,False,False,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,reentrance,False,False,False,False,False,False,False,False,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,reentrancy_bonus,False,False,False,False,False,False,False,False,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,reentrancy_cross_function,True,False,False,False,False,False,False,False,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,reentrancy_dao,True,False,False,False,False,False,False,False,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,reentrancy_insecure,False,False,False,False,False,False,False,False,True,18,52,22,268,0.257,0.45,0.327,0.794
solhint,roulette,False,False,False,True,False,False,False,True,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,short_address_example,True,False,False,False,False,False,False,False,False,18,52,22,268,0.257,0.45,0.327,0.794
solhint,timed_crowdsale,False,False,False,False,False,False,False,True,False,18,52,22,268,0.257,0.45,0.327,0.794
