contract,tool,scan_status
EscrowControllerV5.sol,slither,has_finding
FlashExecutor.sol,slither,has_finding
FlashExecutor.sol,slither,has_finding
FlashExecutor.sol,slither,has_finding
FlashExecutor.sol,slither,has_finding
FlashExecutor.sol,slither,has_finding
FlashExecutor.sol,slither,has_finding
FlashExecutor.sol,slither,has_finding
FlashExecutor.sol,slither,has_finding
FlashExecutor.sol,slither,has_finding
OwnbitMultiSigProxy.sol,slither,has_finding
OwnbitMultiSigProxy.sol,slither,has_finding
OwnbitMultiSigProxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
ERC1967Proxy.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
JIM.sol,slither,has_finding
TokenTreasury.sol,slither,has_finding
TokenTreasury.sol,slither,has_finding
TokenTreasury.sol,slither,has_finding
TokenTreasury.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
EACAggregatorProxy.sol,slither,has_finding
NestedArrayTest.sol,slither,has_finding
ElonMusk.sol,slither,has_finding
ElonMusk.sol,slither,has_finding
SecureVaultUSDC.sol,slither,has_finding
SecureVaultUSDC.sol,slither,has_finding
SecureVaultUSDC.sol,slither,has_finding
SecureVaultUSDC.sol,slither,has_finding
RDLN.sol,slither,has_finding
RDLN.sol,slither,has_finding
RDLN.sol,slither,has_finding
RDLN.sol,slither,has_finding
RDLN.sol,slither,has_finding
RDLN.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
Token.sol,slither,has_finding
InvestmentCon.sol,slither,has_finding
InvestmentCon.sol,slither,has_finding
InvestmentCon.sol,slither,has_finding
InvestmentCon.sol,slither,has_finding
SafeVault.sol,slither,has_finding
SafeVault.sol,slither,has_finding
SafeVault.sol,slither,has_finding
SafeVault.sol,slither,has_finding
SafeVault.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
DOGESHIT.sol,slither,has_finding
ETH7702Forwarder.sol,slither,has_finding
ETH7702Forwarder.sol,slither,has_finding
Just_play.sol,slither,has_finding
Just_play.sol,slither,has_finding
Just_play.sol,slither,has_finding
Just_play.sol,slither,has_finding
Just_play.sol,slither,has_finding
Just_play.sol,slither,has_finding
Just_play.sol,slither,has_finding
Just_play.sol,slither,has_finding
Just_play.sol,slither,has_finding
Just_play.sol,slither,has_finding
Just_play.sol,slither,has_finding
Just_play.sol,slither,has_finding
Just_play.sol,slither,has_finding
DEUTSCHEBANK.sol,slither,has_finding
DEUTSCHEBANK.sol,slither,has_finding
DEUTSCHEBANK.sol,slither,has_finding
DEUTSCHEBANK.sol,slither,has_finding
0x94642736a1fee42c8295a9d4b4d6c5d941cee4c6,confuzzius,clean
0x0f6e7c08e95e5d88164015cbc75a0f463961ef35,confuzzius,clean
0x290c9ec4e68c3b6ab5ecf0d8e446c218f3c75c71,confuzzius,clean
0x9313708918235a0fd6e6005f350445d73777e72c,confuzzius,clean
0x90532dbd8cb348edb5a9cf36fe1e92737c23aaa1,confuzzius,clean
0xc23eae990b7a611b0c2b37261e9d397f831be677,confuzzius,clean
0x67433187db1e57f66e88880b6be833f6759362b1,confuzzius,clean
0xbe32cfdb635d214cf4aa9aca827e49f331334727,confuzzius,clean
0x1fa3f692ec20a220b2d0f0c2cbe7469ab1632b1d,confuzzius,clean
0x7922912ab91eb6a4b0350b01dd066994ba64f882,confuzzius,clean
0xc552638efaca173e667bcd2fda8111f2831102f2,confuzzius,clean
0x7427b61606f94fe209517330a0d9ada90d1b0eb0,confuzzius,clean
0xdc1e5ed1a1c2fb6fae71015c0d681c068c4da9d4,confuzzius,clean
0x7af204f6675b956687e8828237f2131a45b5881f,confuzzius,failed
0x419dbccfe59ea12f1598bbc92fb3140235f8bff8,confuzzius,failed
0xf2d329d4c08e412365614876a9164f22f465b4a0,confuzzius,has_finding
0xf2d329d4c08e412365614876a9164f22f465b4a0,confuzzius,has_finding
0xf2d329d4c08e412365614876a9164f22f465b4a0,confuzzius,has_finding
0x8e7740d64a9276c33166e2f41d0b1b7fdd75bcea,confuzzius,has_finding
0x19e9b8d62db722a7b66831d4072b8f11156dde61,confuzzius,has_finding
0x19e9b8d62db722a7b66831d4072b8f11156dde61,confuzzius,has_finding
0x19e9b8d62db722a7b66831d4072b8f11156dde61,confuzzius,has_finding
0x359d3a507418814f00755063ee49204121f8d3e1,confuzzius,has_finding
0x7288e516e161c6a2b5818aafd4f38aac14a06885,confuzzius,has_finding
0x7288e516e161c6a2b5818aafd4f38aac14a06885,confuzzius,has_finding
0x7288e516e161c6a2b5818aafd4f38aac14a06885,confuzzius,has_finding
0xed7e27a1d9e6f33482627ffdc8f27eea1b9b2366,confuzzius,has_finding
0xd08c04237a3475160de6d790cd177833673b66f3,confuzzius,has_finding
0xd08c04237a3475160de6d790cd177833673b66f3,confuzzius,has_finding
0xd08c04237a3475160de6d790cd177833673b66f3,confuzzius,has_finding
0x2cd0c0dfbf7cee529cf25d33ec11e2362b3ff259,confuzzius,has_finding
0x2cd0c0dfbf7cee529cf25d33ec11e2362b3ff259,confuzzius,has_finding
0x2cd0c0dfbf7cee529cf25d33ec11e2362b3ff259,confuzzius,has_finding
0xcb6aecfb09688915cf7f9cb7ff581188a4cf4389,confuzzius,has_finding
0xcb6aecfb09688915cf7f9cb7ff581188a4cf4389,confuzzius,has_finding
0x4f22dc2b50329e0e58e695c5db55941aa36ba307,confuzzius,has_finding
0x4f22dc2b50329e0e58e695c5db55941aa36ba307,confuzzius,has_finding
0x3a300630867fcf33568ae00b0b15fc826b7720a0,confuzzius,has_finding
0x3a300630867fcf33568ae00b0b15fc826b7720a0,confuzzius,has_finding
0x3a300630867fcf33568ae00b0b15fc826b7720a0,confuzzius,has_finding
0xd90cbae11a43636a29a62210c1a17fa7c027d2d7,confuzzius,has_finding
0xd90cbae11a43636a29a62210c1a17fa7c027d2d7,confuzzius,has_finding
0x2ba6fc095b0348b8f256306830279d5c41872bad,confuzzius,has_finding
0xd6c6160cd8726629c836c29c4d310336dfe52297,confuzzius,has_finding
0x76e3ae528b4786a51c21a0932f259f0ff12af7d5,confuzzius,has_finding
0x76e3ae528b4786a51c21a0932f259f0ff12af7d5,confuzzius,has_finding
0x9313708918235a0fd6e6005f350445d73777e72c,mythril,clean
0xc552638efaca173e667bcd2fda8111f2831102f2,mythril,clean
0x290c9ec4e68c3b6ab5ecf0d8e446c218f3c75c71,mythril,clean
0x4f22dc2b50329e0e58e695c5db55941aa36ba307,mythril,clean
0x419dbccfe59ea12f1598bbc92fb3140235f8bff8,mythril,clean
0x19e9b8d62db722a7b66831d4072b8f11156dde61,mythril,clean
0xd08c04237a3475160de6d790cd177833673b66f3,mythril,clean
0xd6c6160cd8726629c836c29c4d310336dfe52297,mythril,clean
0xc23eae990b7a611b0c2b37261e9d397f831be677,mythril,clean
0x7288e516e161c6a2b5818aafd4f38aac14a06885,mythril,clean
0xf2d329d4c08e412365614876a9164f22f465b4a0,mythril,clean
0x7922912ab91eb6a4b0350b01dd066994ba64f882,mythril,clean
0x76e3ae528b4786a51c21a0932f259f0ff12af7d5,mythril,clean
0x1fa3f692ec20a220b2d0f0c2cbe7469ab1632b1d,mythril,clean
0xcb6aecfb09688915cf7f9cb7ff581188a4cf4389,mythril,has_finding
0x0f6e7c08e95e5d88164015cbc75a0f463961ef35,mythril,has_finding
0x2cd0c0dfbf7cee529cf25d33ec11e2362b3ff259,mythril,has_finding
0x359d3a507418814f00755063ee49204121f8d3e1,mythril,has_finding
0x359d3a507418814f00755063ee49204121f8d3e1,mythril,has_finding
0x359d3a507418814f00755063ee49204121f8d3e1,mythril,has_finding
0x2ba6fc095b0348b8f256306830279d5c41872bad,mythril,has_finding
0x2ba6fc095b0348b8f256306830279d5c41872bad,mythril,has_finding
0x7427b61606f94fe209517330a0d9ada90d1b0eb0,mythril,has_finding
0x7af204f6675b956687e8828237f2131a45b5881f,mythril,has_finding
0x7af204f6675b956687e8828237f2131a45b5881f,mythril,has_finding
0x7af204f6675b956687e8828237f2131a45b5881f,mythril,has_finding
0x7af204f6675b956687e8828237f2131a45b5881f,mythril,has_finding
0x7af204f6675b956687e8828237f2131a45b5881f,mythril,has_finding
0x7af204f6675b956687e8828237f2131a45b5881f,mythril,has_finding
0x7af204f6675b956687e8828237f2131a45b5881f,mythril,has_finding
0x7af204f6675b956687e8828237f2131a45b5881f,mythril,has_finding
0x7af204f6675b956687e8828237f2131a45b5881f,mythril,has_finding
0x8e7740d64a9276c33166e2f41d0b1b7fdd75bcea,mythril,has_finding
0x8e7740d64a9276c33166e2f41d0b1b7fdd75bcea,mythril,has_finding
0x8e7740d64a9276c33166e2f41d0b1b7fdd75bcea,mythril,has_finding
0x8e7740d64a9276c33166e2f41d0b1b7fdd75bcea,mythril,has_finding
0x90532dbd8cb348edb5a9cf36fe1e92737c23aaa1,mythril,has_finding
0xdc1e5ed1a1c2fb6fae71015c0d681c068c4da9d4,mythril,has_finding
0xdc1e5ed1a1c2fb6fae71015c0d681c068c4da9d4,mythril,has_finding
0xed7e27a1d9e6f33482627ffdc8f27eea1b9b2366,mythril,has_finding
0xd90cbae11a43636a29a62210c1a17fa7c027d2d7,mythril,has_finding
0x3a300630867fcf33568ae00b0b15fc826b7720a0,mythril,has_finding
0x67433187db1e57f66e88880b6be833f6759362b1,mythril,has_finding
0xbe32cfdb635d214cf4aa9aca827e49f331334727,mythril,has_finding
0xbe32cfdb635d214cf4aa9aca827e49f331334727,mythril,has_finding
0xbe32cfdb635d214cf4aa9aca827e49f331334727,mythril,has_finding
0x94642736a1fee42c8295a9d4b4d6c5d941cee4c6,mythril,has_finding
